,Word,Lemma,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno
0,a,a,22,22,20415.274509803923,2.8933839999999993,1.21,1.0
1,aardvark,aardvark,18,18,0.4117647058823529,9.89,3.66,1.0
2,abacus,abacus,20,13,0.23529411764705882,8.69,3.77,0.65
3,abalone,abalone,18,13,0.5098039215686274,12.23,3.54,0.7222222222222222
4,abandon,abandon,19,19,8.098039215686274,8.32,2.75,1.0
5,abandoner,abandoner,19,18,0.0196078431372549,11.89,3.36,0.9473684210526315
6,abandonment,abandonment,22,22,0.9607843137254902,10.27,2.57,1.0
7,abase,abase,19,14,0.058823529411764705,14.57,4.29,0.7368421052631579
9,abate,abate,19,18,0.09803921568627451,14.44,3.57,0.9473684210526315
10,abatement,abatement,21,17,0.058823529411764705,15.12,2.78,0.8095238095238095
11,abattoir,abattoir,19,6,0.13725490196078433,15.17,2.71,0.3157894736842105
13,abbess,abbess,19,7,0.0392156862745098,15.43,2.37,0.3684210526315789
14,abbey,abbey,21,18,3.176470588235294,13.06,3.59,0.8571428571428571
15,abbot,abbot,20,15,0.8431372549019608,12.104381,4.7,0.75
16,abbreviate,abbreviate,19,19,0.0196078431372549,9.95,2.07,1.0
17,abbreviated,abbreviate,22,22,0.3137254901960784,10.5,1.79,1.0
18,abbreviation,abbreviation,18,18,0.23529411764705882,9.11,2.37,1.0
19,abdicate,abdicate,18,15,0.17647058823529413,12.6,3.18,0.8333333333333334
20,abdication,abdication,18,16,0.11764705882352941,14.94,3.59,0.8888888888888888
21,abdomen,abdoman,18,18,3.3529411764705883,8.61,2.25,1.0
22,abdominal,abdominal,18,17,3.411764705882353,10.24,3.6,0.9444444444444444
23,abduct,abduct,19,19,0.7058823529411765,11.26,4.03,1.0
24,abduction,abduction,18,18,3.627450980392157,11.94,3.99,1.0
25,abductor,abductor,18,18,0.35294117647058826,11.11,3.56,1.0
26,abeam,abeam,19,10,0.13725490196078433,13.4,2.88,0.5263157894736842
27,aberrant,aberrant,19,13,0.29411764705882354,13.31,3.5,0.6842105263157895
28,aberration,aberration,19,13,0.5490196078431373,12.69,3.33,0.6842105263157895
29,abet,abet,18,13,0.09803921568627451,12.15,3.31,0.7222222222222222
30,abettor,abettor,19,11,0.0196078431372549,15.55,2.98,0.5789473684210527
31,abeyance,abeyance,20,7,0.0392156862745098,15.0,2.58,0.35
32,abhor,abhor,20,17,0.23529411764705882,13.76,3.27,0.85
33,abhorrent,abhorrent,18,14,0.17647058823529413,12.14,4.24,0.7777777777777778
34,abide,abide,18,18,2.7058823529411766,9.5,3.11,1.0
35,abiding,abide,20,20,0.49019607843137253,10.3,4.01,1.0
36,ability,ability,19,19,19.215686274509803,8.84,3.22,1.0
37,abject,abject,18,16,0.39215686274509803,14.0,4.41,0.8888888888888888
39,abjure,abjure,19,10,0.0196078431372549,14.6,3.66,0.5263157894736842
40,ablation,ablation,18,7,0.0196078431372549,13.29,3.45,0.3888888888888889
41,ablaze,ablaze,19,18,0.4117647058823529,10.83,2.68,0.9473684210526315
42,able,able,19,19,159.90196078431373,7.79,3.31,1.0
43,ablution,ablution,19,11,0.058823529411764705,13.64,3.41,0.5789473684210527
44,abnormal,abnormal,19,19,2.9019607843137254,10.05,2.61,1.0
45,abnormality,abnormality,19,19,0.5098039215686274,11.58,3.34,1.0
46,aboard,aboard,20,20,26.627450980392158,8.66217,1.33,1.0
47,abode,abode,18,17,0.6470588235294118,12.06,2.93,0.9444444444444444
48,abolish,abolish,20,19,0.47058823529411764,10.42,2.57,0.95
49,abolition,abolition,18,18,0.19607843137254902,13.28,3.41,1.0
50,abolitionism,abolitionism,19,18,0.0196078431372549,11.78,3.17,0.9473684210526315
51,abolitionist,abolitionist,18,15,0.21568627450980393,12.6,3.5,0.8333333333333334
52,abominable,abominable,18,18,0.6274509803921569,8.94,3.04,1.0
53,abominate,abominate,19,17,0.058823529411764705,15.0,4.24,0.8947368421052632
54,abomination,abomination,18,18,1.1372549019607843,11.17,3.45,1.0
55,aboriginal,aboriginal,19,16,0.17647058823529413,14.75,4.25,0.8421052631578947
56,aborigine,aborigine,18,16,0.0784313725490196,12.56,4.18,0.8888888888888888
57,aborning,aborne,17,4,0.0196078431372549,13.25,3.77,0.23529411764705882
58,abort,abort,19,19,4.607843137254902,12.21,3.33,1.0
59,abortion,abortion,19,19,7.235294117647059,13.21,3.41,1.0
60,abortionist,abortionist,20,19,0.0784313725490196,15.0,3.28,0.95
61,abortive,abortive,18,14,0.0196078431372549,13.93,3.41,0.7777777777777778
62,abound,abound,20,20,0.35294117647058826,11.65,3.12,1.0
63,about,about,22,22,3631.4901960784314,5.070761000000001,1.75,1.0
64,above,above,21,21,48.88235294117647,4.548568000000001,2.0,1.0
65,aboveboard,aboveboard,20,17,0.27450980392156865,13.0,3.43,0.85
66,aboveground,aboveground,20,20,0.13725490196078433,8.05,2.37,1.0
67,abovementioned,abovementione,19,17,0.0196078431372549,14.24,2.73,0.8947368421052632
68,abracadabra,abracadabra,19,19,1.0392156862745099,6.89,3.43,1.0
69,abrade,abrade,18,8,0.0196078431372549,14.0,4.54,0.4444444444444444
70,abrasion,abrasion,20,19,0.35294117647058826,11.95,3.72,0.95
71,abrasive,abrasive,18,18,0.45098039215686275,12.22,4.02,1.0
72,abrasiveness,abrasiveness,18,18,0.0392156862745098,12.06,3.89,1.0
73,abreaction,abreaction,18,10,0.0196078431372549,15.8,4.34,0.5555555555555556
74,abreast,abreast,19,17,0.5098039215686274,13.06,2.77,0.8947368421052632
75,abridge,abridge,19,17,0.0196078431372549,14.35,3.02,0.8947368421052632
76,abridged,abridge,18,16,0.17647058823529413,12.56,2.66,0.8888888888888888
77,abridgement,abridgement,20,17,0.0196078431372549,12.317521,3.54,0.85
78,abroad,abroad,22,22,4.901960784313726,10.15415,3.2,1.0
79,abrogate,abrogate,19,9,0.0196078431372549,15.22,2.99,0.47368421052631576
80,abrupt,abrupt,22,22,1.1372549019607843,10.95,3.47,1.0
81,abruption,abruption,18,17,0.11764705882352941,11.82,2.72,0.9444444444444444
82,abruptness,abruptness,18,18,0.0784313725490196,12.39,3.09,1.0
83,abscess,abscess,20,18,0.49019607843137253,13.11,3.94,0.9
84,abscond,abscond,19,14,0.09803921568627451,13.36,1.86,0.7368421052631579
85,absconder,absconder,19,13,0.0196078431372549,16.62,3.75,0.6842105263157895
86,absence,absence,20,20,6.313725490196078,7.7,2.2,1.0
87,absent,absent,18,18,2.5686274509803924,6.5,2.18,1.0
88,absentee,absentee,18,17,0.35294117647058826,11.0,3.61,0.9444444444444444
89,absenteeism,absenteeism,18,14,0.09803921568627451,13.43,3.61,0.7777777777777778
90,absentminded,absentminde,19,19,0.058823529411764705,10.84,3.11,1.0
91,absentmindedness,absentmindedness,18,18,0.0196078431372549,9.61,3.09,1.0
92,absinthe,absinthe,19,17,0.5490196078431373,16.29,3.26,0.8947368421052632
93,absolute,absolute,19,19,11.313725490196079,8.53,3.44,1.0
94,absolutely,absolutely,21,21,113.11764705882354,7.084934000000001,2.58,1.0
95,absoluteness,absoluteness,20,19,0.0196078431372549,12.68,3.65,0.95
96,absolution,absolution,18,17,0.9411764705882353,11.71,3.14,0.9444444444444444
97,absolve,absolve,20,20,0.5686274509803921,12.9,3.02,1.0
98,absolver,absolver,18,15,0.0784313725490196,13.6,5.05,0.8333333333333334
99,absorb,absorb,18,18,1.9803921568627452,8.83,2.33,1.0
100,absorbent,absorbent,19,19,0.1568627450980392,10.32,2.75,1.0
101,absorber,absorber,18,18,0.058823529411764705,10.33,3.27,1.0
102,absorption,absorption,19,18,0.35294117647058826,10.94,2.6,0.9473684210526315
103,abstain,abstain,19,19,0.5098039215686274,12.95,3.27,1.0
104,abstention,abstention,21,16,0.11764705882352941,15.19,3.82,0.7619047619047619
105,abstinence,abstinence,19,19,0.8823529411764706,12.74,2.66,1.0
106,abstract,abstract,19,19,2.176470588235294,11.47,3.58,1.0
107,abstraction,abstraction,18,17,0.29411764705882354,13.65,3.52,0.9444444444444444
108,abstractionist,abstractionist,19,18,0.0196078431372549,14.72,3.82,0.9473684210526315
109,abstruse,abstruse,20,10,0.058823529411764705,14.6,3.34,0.5
110,absurd,absurd,1917,1901,9.705882352941176,10.5,3.1,0.9916536254564423
111,absurdist,absurdist,21,12,0.0196078431372549,13.0,3.22,0.5714285714285714
112,absurdity,absurdity,19,19,0.6274509803921569,13.21,2.39,1.0
113,abundance,abundance,20,20,0.8823529411764706,10.45,2.16,1.0
114,abundant,abundant,19,19,0.5686274509803921,12.84,2.57,1.0
115,abuse,abuse,18,18,10.254901960784315,8.61,2.73,1.0
116,abuser,abuser,18,18,0.3137254901960784,9.94,3.75,1.0
117,abusive,abusive,19,19,1.6274509803921569,9.58,2.48,1.0
118,abusiveness,abusiveness,19,19,0.0196078431372549,10.47,2.34,1.0
119,abut,abut,21,9,0.11764705882352941,13.11,1.9,0.42857142857142855
120,abutment,abutment,18,9,0.11764705882352941,15.33,2.45,0.5
121,abuzz,abuzz,18,14,0.0392156862745098,13.0,2.77,0.7777777777777778
123,abysmal,abysmal,19,18,0.4117647058823529,13.78,3.47,0.9473684210526315
124,abyss,abyss,20,20,1.7647058823529411,11.0,2.43,1.0
125,abyssal,abyssal,19,11,0.0196078431372549,17.27,4.36,0.5789473684210527
126,ac,ac,19,8,2.156862745098039,10.75,5.12,0.42105263157894735
127,acacia,acacia,21,12,0.1568627450980392,14.25,6.2,0.5714285714285714
128,academe,academe,20,15,0.0392156862745098,13.27,3.06,0.75
129,academia,academia,20,19,0.23529411764705882,13.74,2.77,0.95
130,academic,academic,19,19,4.666666666666667,9.74,2.98,1.0
131,academician,academician,19,14,0.0196078431372549,15.21,2.69,0.7368421052631579
133,academy,academy,19,19,12.411764705882353,9.05,2.55,1.0
134,acanthus,acanthu,18,6,0.0196078431372549,15.17,3.76,0.3333333333333333
135,accede,accede,18,13,0.13725490196078433,14.31,1.84,0.7222222222222222
137,accelerant,accelerant,20,19,0.5490196078431373,12.84,4.6,0.95
138,accelerate,accelerate,19,19,1.2745098039215685,10.74,3.43,1.0
139,accelerated,accelerate,19,19,0.9607843137254902,10.11,3.6,1.0
140,acceleration,acceleration,19,19,0.8627450980392157,9.84,2.79,1.0
141,accelerator,accelerator,22,22,1.3529411764705883,10.27,2.8,1.0
142,accent,accent,21,20,12.176470588235293,8.6,3.0,0.9523809523809523
143,accentuate,accentuate,20,17,0.35294117647058826,13.24,2.25,0.85
144,accept,accept,19,19,52.78431372549019,6.74,2.08,1.0
145,acceptable,acceptable,19,19,5.2745098039215685,9.84,2.67,1.0
146,acceptance,acceptance,18,18,3.156862745098039,8.56,2.04,1.0
147,acceptant,acceptant,19,18,0.0196078431372549,11.89,4.04,0.9473684210526315
148,access,access,20,20,31.666666666666668,9.1,2.36,1.0
149,accessibility,accessibility,19,19,0.0392156862745098,11.05,3.58,1.0
150,accessible,accessible,18,18,1.0980392156862746,9.94,3.26,1.0
151,accession,accession,20,16,0.11764705882352941,12.25,3.09,0.8
152,accessorize,accessorize,18,18,0.35294117647058826,11.39,4.46,1.0
153,accessory,accessory,20,20,2.8823529411764706,11.15,3.65,1.0
154,accident,accident,20,20,81.29411764705883,5.3,2.18,1.0
155,accidental,accidental,20,20,3.0,6.75,3.11,1.0
156,acclaim,acclaim,18,18,0.43137254901960786,12.11,3.76,1.0
157,acclamation,acclamation,18,18,0.0196078431372549,14.0,2.7,1.0
158,acclimate,acclimate,20,17,0.1568627450980392,14.24,2.75,0.85
159,acclimatization,acclimatization,20,16,0.0196078431372549,16.12,2.39,0.8
160,acclimatize,acclimatize,20,16,0.0196078431372549,14.0,3.63,0.8
161,accolade,accolade,20,14,0.0196078431372549,12.43,4.35,0.7
162,accommodate,accommodate,20,20,2.1372549019607843,9.9,2.25,1.0
163,accommodation,accommodation,19,19,0.9411764705882353,9.58,3.15,1.0
164,accommodative,accommodative,22,22,0.0196078431372549,15.18,4.83,1.0
165,accompaniment,accompaniment,18,17,0.29411764705882354,11.18,3.32,0.9444444444444444
166,accompanist,accompanist,18,18,0.19607843137254902,12.78,2.8,1.0
167,accompany,accompany,20,20,4.745098039215686,10.75,2.65,1.0
168,accomplice,accomplice,18,18,4.235294117647059,9.78,2.82,1.0
169,accomplish,accomplish,19,19,5.8431372549019605,7.84,2.75,1.0
170,accomplishment,accomplishment,18,18,1.8823529411764706,9.0,2.77,1.0
171,accord,accord,18,17,1.6274509803921569,9.65,2.74,0.9444444444444444
172,accordance,accordance,22,22,1.588235294117647,11.7527,3.48,1.0
173,according,accord,20,20,41.86274509803921,8.44903,2.0,1.0
174,accordion,accordion,18,18,1.3137254901960784,8.61,2.97,1.0
175,accost,accost,22,19,0.058823529411764705,13.37,4.45,0.8636363636363636
176,account,account,19,19,44.705882352941174,8.26,2.84,1.0
177,accountability,accountability,19,19,0.47058823529411764,12.16,3.3,1.0
178,accountable,accountable,20,20,1.411764705882353,11.7,2.92,1.0
179,accountancy,accountancy,19,15,0.058823529411764705,14.8,2.37,0.7894736842105263
180,accountant,accountant,18,18,6.176470588235294,11.67,3.69,1.0
181,accounting,accounting,19,19,4.509803921568627,12.05,3.05,1.0
182,accoutrement,accoutrement,18,15,0.11764705882352941,13.87,3.04,0.8333333333333334
183,accreditation,accreditation,19,19,0.17647058823529413,15.53,3.13,1.0
184,accredited,accredit,18,18,0.3137254901960784,13.89,2.7,1.0
185,accrete,accrete,19,10,0.0196078431372549,14.0,3.4,0.5263157894736842
186,accrual,accrual,18,16,0.0392156862745098,15.0,3.33,0.8888888888888888
187,accrue,accrue,18,18,0.0784313725490196,14.11,2.32,1.0
188,accumulate,accumulate,20,20,0.5686274509803921,12.3,2.99,1.0
189,accumulation,accumulation,18,18,0.2549019607843137,10.5,2.77,1.0
190,accumulative,accumulative,20,20,0.058823529411764705,12.5,3.33,1.0
191,accumulator,accumulator,19,16,0.0196078431372549,13.94,4.25,0.8421052631578947
192,accuracy,accuracy,21,21,1.4901960784313726,9.71,2.55,1.0
193,accurate,accurate,18,18,7.8431372549019605,9.44,2.2,1.0
194,accursed,accurse,18,14,0.6470588235294118,12.71,3.38,0.7777777777777778
195,accusation,accusation,18,18,2.803921568627451,10.17,3.24,1.0
197,accusatory,accusatory,22,22,0.058823529411764705,11.18,2.58,1.0
198,accuse,accuse,20,20,5.686274509803922,9.1,2.13,1.0
199,accuser,accus,18,18,0.29411764705882354,11.72,3.48,1.0
200,accustom,accustom,18,17,0.11764705882352941,12.0,2.94,0.9444444444444444
201,ace,ace,18,18,14.72549019607843,8.83,3.65,1.0
203,acerbic,acerbic,19,13,0.0784313725490196,16.62,2.5,0.6842105263157895
205,acetaminophen,acetaminophen,18,17,0.09803921568627451,13.47,3.73,0.9444444444444444
206,acetate,acetate,19,13,0.11764705882352941,12.85,3.89,0.6842105263157895
207,acetic,acetic,19,16,0.0196078431372549,13.75,2.41,0.8421052631578947
208,acetone,acetone,20,19,0.1568627450980392,14.05,4.2,0.95
209,acetyl,acetyl,21,16,0.0392156862745098,16.31,2.47,0.7619047619047619
210,acetylcholine,acetylcholine,18,10,0.13725490196078433,16.3,2.71,0.5555555555555556
211,acetylene,acetylene,20,17,0.45098039215686275,16.88,3.64,0.85
212,acetylsalicylic,acetylsalicylic,18,7,0.0784313725490196,17.71,3.5,0.3888888888888889
213,ache,ache,19,19,2.4901960784313726,5.79,2.27,1.0
214,achievable,achievable,18,18,0.0392156862745098,9.89,3.22,1.0
215,achieve,achieve,19,19,7.333333333333333,8.53,1.95,1.0
216,achievement,achievement,20,20,3.4901960784313726,8.8,2.67,1.0
217,achiever,achiever,18,18,0.23529411764705882,9.11,2.08,1.0
218,achiness,achiness,19,18,0.0196078431372549,10.11,3.77,0.9473684210526315
219,achy,achy,19,18,0.45098039215686275,8.06,2.98,0.9473684210526315
220,acid,acid,20,20,9.96078431372549,9.6,2.3,1.0
221,acidic,acidic,19,19,0.21568627450980393,11.21,1.72,1.0
222,acidity,acidity,18,18,0.19607843137254902,12.78,2.88,1.0
223,acidophilus,acidophilus,18,10,0.058823529411764705,17.4,5.66,0.5555555555555556
224,acidosis,acidosis,20,13,0.1568627450980392,16.85,4.18,0.65
226,acknowledge,acknowledge,18,18,6.137254901960785,9.11,2.83,1.0
227,acknowledgement,acknowledgement,21,21,0.4117647058823529,9.95,4.42,1.0
228,acme,acme,20,13,1.2549019607843137,9.54,3.8,0.65
229,acne,acne,20,20,0.9019607843137255,11.4,2.19,1.0
230,acolyte,acolyte,19,13,0.13725490196078433,13.77,3.06,0.6842105263157895
231,aconitum,aconitum,20,2,0.0784313725490196,11.0,4.24,0.1
232,acorn,acorn,21,20,0.7254901960784313,5.95,2.91,0.9523809523809523
233,acoustic,acoustic,18,18,0.9607843137254902,12.39,2.68,1.0
234,acoustical,acoustical,21,20,0.11764705882352941,12.9,3.73,0.9523809523809523
235,acoustics,acoustic,19,19,0.43137254901960786,11.32,3.56,1.0
236,acquaintance,acquaintance,21,21,5.352941176470588,10.48,4.03,1.0
237,acquaintanceship,acquaintanceship,19,17,0.0784313725490196,14.18,2.16,0.8947368421052632
238,acquiesce,acquiesce,19,16,0.058823529411764705,14.25,3.47,0.8421052631578947
239,acquiescence,acquiescence,20,18,0.09803921568627451,13.61,2.91,0.9
240,acquiescent,acquiescent,18,11,0.0196078431372549,14.18,3.31,0.6111111111111112
241,acquire,acquire,18,18,2.6470588235294117,9.94,2.73,1.0
242,acquirer,acquirer,19,19,0.0196078431372549,11.79,3.26,1.0
243,acquisition,acquisition,19,19,1.4509803921568627,13.63,3.67,1.0
244,acquisitive,acquisitive,20,16,0.058823529411764705,14.19,3.06,0.8
245,acquisitiveness,acquisitiveness,19,16,0.0196078431372549,14.38,3.28,0.8421052631578947
246,acquit,acquit,18,18,0.47058823529411764,13.22,3.15,1.0
247,acquittal,acquittal,18,18,0.7254901960784313,12.39,3.55,1.0
248,acre,acre,20,20,1.8235294117647058,9.8,3.16,1.0
249,acreage,acreage,19,15,0.43137254901960786,13.13,3.89,0.7894736842105263
250,acrid,acrid,19,15,0.0392156862745098,14.07,3.33,0.7894736842105263
251,acrimonious,acrimonious,18,10,0.13725490196078433,16.3,4.03,0.5555555555555556
252,acrimony,acrimony,19,12,0.21568627450980393,14.75,4.45,0.631578947368421
253,acrobat,acrobat,20,20,0.5882352941176471,8.05,2.78,1.0
254,acrobatic,acrobatic,21,21,0.23529411764705882,9.38,3.69,1.0
255,acrobatics,acrobatic,19,19,0.21568627450980393,9.0,3.71,1.0
256,acronym,acronym,18,18,0.29411764705882354,11.56,2.75,1.0
257,acrophobia,acrophobia,19,16,0.19607843137254902,14.38,4.5,0.8421052631578947
258,acropolis,acropoli,19,15,0.11764705882352941,15.4,2.69,0.7894736842105263
259,across,across,20,20,94.13725490196079,6.637340000000001,2.31,1.0
261,acrylic,acrylic,19,18,0.45098039215686275,11.56,3.93,0.9473684210526315
262,act,act,19,19,109.11764705882354,6.42,2.22,1.0
263,actinic,actinic,19,8,0.0196078431372549,15.62,5.4,0.42105263157894735
265,action,action,18,18,61.07843137254902,6.67,2.83,1.0
266,actionable,actionable,21,20,0.2549019607843137,12.5,4.73,0.9523809523809523
267,activate,activate,18,18,4.666666666666667,11.11,4.17,1.0
268,activation,activation,18,18,0.8431372549019608,9.78,3.44,1.0
269,activator,activator,20,20,0.0784313725490196,11.5,2.96,1.0
270,active,active,19,19,11.450980392156863,6.53,1.74,1.0
271,activism,activism,19,19,0.17647058823529413,11.89,2.23,1.0
272,activist,activist,20,20,0.9803921568627451,11.8,2.86,1.0
273,activity,activity,19,19,12.882352941176471,6.47,2.84,1.0
274,actor,actor,18,18,26.333333333333332,7.17,2.01,1.0
275,actress,actress,18,18,16.019607843137255,6.17,2.26,1.0
276,actual,actual,18,18,17.333333333333332,6.94,2.34,1.0
277,actuality,actuality,21,21,0.47058823529411764,12.38,2.92,1.0
278,actualization,actualization,21,19,0.058823529411764705,13.84,3.5,0.9047619047619048
279,actualize,actualize,18,18,0.0392156862745098,13.61,2.48,1.0
280,actually,actually,20,20,322.3333333333333,7.330045,1.87,1.0
281,actuarial,actuarial,19,13,0.17647058823529413,15.85,4.22,0.6842105263157895
282,actuary,actuary,19,15,0.13725490196078433,17.27,2.87,0.7894736842105263
283,actuation,actuation,18,13,0.0196078431372549,14.69,2.66,0.7222222222222222
284,actuator,actuator,18,14,0.0392156862745098,13.71,3.81,0.7777777777777778
285,acuity,acuity,18,8,0.27450980392156865,13.88,1.46,0.4444444444444444
286,acumen,acuman,20,16,0.13725490196078433,14.44,2.19,0.8
287,acupressure,acupressure,19,18,0.11764705882352941,14.44,2.97,0.9473684210526315
288,acupuncture,acupuncture,19,19,0.7254901960784313,11.79,2.99,1.0
289,acupuncturist,acupuncturist,19,18,0.17647058823529413,14.61,4.68,0.9473684210526315
290,acute,acute,20,20,2.9411764705882355,11.6,3.65,1.0
291,acuteness,acuteness,20,19,0.0196078431372549,12.95,3.17,0.95
292,acyclovir,acyclovir,19,7,0.0196078431372549,12.57,3.64,0.3684210526315789
293,ad,ad,18,18,13.607843137254902,8.22,3.04,1.0
294,adage,adage,19,14,0.6274509803921569,16.21,2.89,0.7368421052631579
295,adagio,adagio,21,8,0.23529411764705882,12.62,4.78,0.38095238095238093
296,adamant,adamant,18,14,0.9803921568627451,14.29,3.5,0.7777777777777778
297,adamantine,adamantine,20,11,0.0196078431372549,15.91,2.3,0.55
298,adapt,adapt,18,18,2.627450980392157,9.0,2.83,1.0
299,adaptability,adaptability,18,17,0.13725490196078433,11.65,3.04,0.9444444444444444
300,adaptable,adaptable,19,19,0.3333333333333333,9.37,2.63,1.0
301,adaptation,adaptation,18,18,1.588235294117647,11.39,2.7,1.0
302,adapter,adapter,19,19,0.21568627450980393,11.79,2.72,1.0
303,adaption,adaption,20,20,0.0196078431372549,12.4,4.32,1.0
304,adaptive,adaptive,18,18,0.21568627450980393,11.33,3.53,1.0
305,adaptor,adaptor,19,19,0.0784313725490196,10.21,2.55,1.0
306,add,add,20,20,33.05882352941177,5.1,1.48,1.0
307,addendum,addendum,19,17,0.29411764705882354,15.65,3.14,0.8947368421052632
308,adder,adder,18,15,1.4313725490196079,12.13,4.87,0.8333333333333334
309,addict,addict,18,18,5.352941176470588,11.17,3.17,1.0
310,addiction,addiction,18,18,3.9019607843137254,12.11,4.2,1.0
311,addictive,addictive,18,18,1.1176470588235294,10.33,3.01,1.0
312,addictiveness,addictiveness,18,18,0.0392156862745098,11.61,2.99,1.0
313,addition,addition,21,21,7.745098039215686,5.763466,2.18,1.0
314,additional,additional,20,20,5.882352941176471,9.0,2.62,1.0
315,additive,additive,18,18,0.21568627450980393,12.28,2.32,1.0
316,addle,addle,18,13,0.1568627450980392,13.08,3.35,0.7222222222222222
317,addled,addle,19,15,0.21568627450980393,12.0,2.83,0.7894736842105263
318,address,address,20,20,52.27450980392157,5.15,1.57,1.0
319,addressee,addressee,19,19,0.11764705882352941,9.95,3.19,1.0
320,adduce,adduce,19,10,0.0196078431372549,13.0,5.1,0.5263157894736842
321,adductor,adductor,21,11,0.0196078431372549,14.18,4.87,0.5238095238095238
322,adenoidal,adenoidal,18,6,0.0196078431372549,15.33,5.35,0.3333333333333333
323,adenoma,adenoma,19,9,0.0196078431372549,13.78,3.93,0.47368421052631576
324,adenosine,adenosine,18,7,0.11764705882352941,16.29,2.98,0.3888888888888889
325,adept,adept,18,14,0.6470588235294118,12.5,3.08,0.7777777777777778
326,adeptness,adeptness,20,19,0.0196078431372549,14.37,2.11,0.95
327,adequacy,adequacy,19,18,0.0196078431372549,12.5,2.66,0.9473684210526315
328,adequate,adequate,20,20,2.588235294117647,10.35,2.46,1.0
329,adhere,adhere,19,18,0.5686274509803921,10.78,2.21,0.9473684210526315
330,adherence,adherence,18,18,0.17647058823529413,12.22,3.26,1.0
331,adherent,adherent,18,18,0.058823529411764705,14.17,2.77,1.0
332,adhesion,adhesion,20,20,0.11764705882352941,13.5,2.63,1.0
333,adhesive,adhesive,18,18,0.9215686274509803,9.17,2.73,1.0
334,adiabatic,adiabatic,18,4,0.0196078431372549,18.5,3.87,0.2222222222222222
335,adipose,adipose,19,10,0.0784313725490196,15.7,3.27,0.5263157894736842
336,adiposity,adiposity,18,7,0.0196078431372549,15.86,3.44,0.3888888888888889
337,adjacent,adjacent,22,21,1.3333333333333333,11.05,3.29,0.9545454545454546
338,adjective,adjective,20,20,0.49019607843137253,8.6,2.06,1.0
339,adjoining,adjoin,20,20,1.1176470588235294,11.85,2.58,1.0
340,adjourn,adjourn,18,17,1.2941176470588236,12.59,2.81,0.9444444444444444
341,adjournment,adjournment,19,19,0.21568627450980393,14.26,3.91,1.0
342,adjudge,adjudge,19,15,0.0196078431372549,15.2,4.52,0.7894736842105263
343,adjudicate,adjudicate,18,16,0.09803921568627451,15.25,2.08,0.8888888888888888
344,adjudication,adjudication,19,12,0.17647058823529413,16.33,3.7,0.631578947368421
345,adjudicator,adjudicator,20,15,0.0784313725490196,16.47,3.98,0.75
346,adjunct,adjunct,19,16,0.13725490196078433,13.06,5.08,0.8421052631578947
348,adjure,adjure,18,10,0.0196078431372549,13.1,2.77,0.5555555555555556
349,adjust,adjust,21,21,5.627450980392157,8.43,3.33,1.0
350,adjustability,adjustability,20,20,0.0196078431372549,12.05,2.48,1.0
351,adjustable,adjustable,19,19,0.3137254901960784,8.95,2.53,1.0
352,adjuster,adjuster,18,18,0.39215686274509803,11.28,3.77,1.0
353,adjustment,adjustment,19,19,3.0980392156862746,9.74,3.05,1.0
354,adjustor,adjustor,19,17,0.0784313725490196,13.29,3.08,0.8947368421052632
355,adjutant,adjutant,18,11,0.8823529411764706,13.91,4.21,0.6111111111111112
356,adjuvant,adjuvant,19,12,0.0196078431372549,14.25,2.26,0.631578947368421
357,admin,admin,20,19,0.43137254901960786,13.89,3.77,0.95
358,administer,administer,19,19,1.6666666666666667,9.42,3.22,1.0
359,administrate,administrate,18,18,0.0392156862745098,12.5,2.77,1.0
360,administration,administration,19,19,7.588235294117647,11.11,2.51,1.0
361,administrative,administrative,18,18,1.607843137254902,11.5,2.62,1.0
362,administrator,administrator,18,18,1.6470588235294117,12.22,3.15,1.0
363,admirable,admirable,19,19,2.607843137254902,11.42,3.55,1.0
364,admiral,admiral,18,18,16.568627450980394,8.72,2.67,1.0
365,admiralty,admiralty,19,17,0.6666666666666666,11.41,3.37,0.8947368421052632
366,admiration,admiration,22,22,2.0980392156862746,8.95,3.79,1.0
367,admire,admire,19,19,14.156862745098039,7.42,2.14,1.0
368,admirer,admirer,19,18,2.9607843137254903,8.78,2.13,0.9473684210526315
369,admissibility,admissibility,18,14,0.0784313725490196,13.79,3.7,0.7777777777777778
370,admissible,admissible,20,20,0.7254901960784313,13.1,2.79,1.0
371,admission,admission,19,19,3.549019607843137,8.84,2.85,1.0
372,admit,admit,18,18,59.19607843137255,7.56,2.23,1.0
373,admittance,admittance,18,18,0.6666666666666666,10.39,3.03,1.0
374,admixture,admixture,19,10,0.0196078431372549,14.1,3.67,0.5263157894736842
375,admonish,admonish,21,20,0.0784313725490196,13.4,3.53,0.9523809523809523
376,admonition,admonition,18,14,0.09803921568627451,13.86,3.57,0.7777777777777778
377,ado,ado,20,17,1.5098039215686274,11.88,3.98,0.85
378,adobe,adobe,19,18,0.47058823529411764,12.22,3.59,0.9473684210526315
379,adolescence,adolescence,19,19,0.8627450980392157,10.42,1.92,1.0
380,adolescent,adolescent,19,19,1.8431372549019607,11.05,2.44,1.0
381,adopt,adopt,18,18,4.666666666666667,7.83,3.29,1.0
382,adoptable,adoptable,18,18,0.0196078431372549,9.22,3.06,1.0
383,adopter,adopter,19,19,0.0196078431372549,10.16,3.11,1.0
